Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0025,"Hill 'n' Dale Sales Agency, Agent","","Uncle Mo --- Emerald Gold","05/09/2017","B",Colt,"Uncle Mo","Emerald Gold","","","","Yearling","Rocco Bloodstock",200000
1,0026,"Hunter Valley Farm, Agent","","Speightstown --- Endless Light (GB)","02/24/2017","CH",Colt,"Speightstown","Endless Light (GB)","","","","Yearling","First Finds",47000
1,0027,"Lakland Farm","","Espiritu","04/09/2015","B",Filly,"Ghostzapper","Looking Afar","","","","Racing or Broodmare Prospect","John P. Hicks",45000
1,0028,"Bluewater Sales LLC, Agent VI","","Verrazano --- Esther Got Even","03/01/2017","CH",Filly,"Verrazano","Esther Got Even","","","","Yearling","*RNA (75,000)",---
1,0029,"Taylor Made Sales Agency, Agent XLI","","Euclase","03/25/2012","B",Mare,"Bellamy Road","Rinterval (IRE)","Shackleford","03/14/2017","pregnant","Broodmare","*RNA (20,000)",---
1,0030,"Moonestone Sales, Agent for R.L. Losey","","Evening Prize","02/22/2013","DB/BR",Mare,"Pure Prize","Evening Primrose","","","","Broodmare Prospect","Gainesway",30000
1,0031,"Vinery Sales, Agent VII","","Goldencents --- Extraneous","04/18/2017","B",Colt,"Goldencents","Extraneous","","","","Yearling","*RNA (9,000)",---
1,0032,"Hunter Valley Farm, Agent","","Factfull","03/12/2014","B",Mare,"The Factor","The Hess Express","Dialed In","04/24/2017","pregnant","Broodmare","Andre Lynch, Agent",140000
1,0033,"St. George Sales, Agent III","","Fantastic Shirl","05/13/2003","CH",Mare,"Fantastic Light","Lady Shirl","Flintshire (GB)","02/26/2017","pregnant","Broodmare","Rockbridge Bloodstock, Agent",62000
1,0034,"Taylor Made Sales Agency, Agent XVI","","Honor Code --- Favorably","03/25/2017","B",Colt,"Honor Code","Favorably","","","","Yearling","Out",0
1,0035,"Taylor Made Sales Agency, Agent XIII","","Finley'sluckycharm","04/06/2013","DB/BR",Mare,"Twirling Candy","Day of Victory","","","","Racing or Broodmare Prospect","Out",0
1,0036,"St. George Sales, Agent XIII","","Five Each Way","04/29/2014","B",Filly,"Bullet Train (GB)","Glittering Tax","","","","Racing or Broodmare Prospect","Bob Feld Bloodstock",50000
1,0037,"Olympia Star Inc.","","Include --- Flak","03/31/2016","B",Filly,"Include","Flak","","","","Racing or Broodmare Prospect","Jack Hirsch",17000
1,0038,"ELiTE","","Flashly","04/19/2015","DB/BR",Filly,"Denman (AUS)","Sheave","","","","Racing or Broodmare Prospect","Out",0
1,0039,"Bluewater Sales LLC, Agent XIV","","Constitution --- Flashy Ride","04/19/2017","B",Colt,"Constitution","Flashy Ride","","","","Yearling","Kinsman Farm",60000
1,0040,"Bluewater Sales LLC, Agent XIV","","Flashy Ride","02/20/2011","B",Mare,"Candy Ride (ARG)","Flashy Four","Will Take Charge","06/11/2017","pregnant","Broodmare","*RNA (37,000)",---
1,0041,"Taylor Made Sales Agency, Agent for Relentless Racing LLC","","Flatbow","05/26/2011","CH",Mare,"Broken Vow","Kootenai","Empire Maker","03/03/2017","pregnant","Broodmare","Woodford Thoroughbreds",140000
1,0042,"Taylor Made Sales Agency, Agent XXVIII","","Flatter Up","04/25/2014","DB/BR",Filly,"Flatter","Tenacious Tina","","","","Racing or Broodmare Prospect","Out",0
1,0043,"Clarkland Farm, LLC, Agent","","Fleet Bertie","04/15/2012","DB/BR",Mare,"Afleet Alex","Whirlie Bertie","","","","Racing or Broodmare Prospect","*RNA (52,000)",---
1,0044,"Hunter Valley Farm, Agent","","Munnings --- Flip Flop (FR)","03/28/2017","CH",Filly,"Munnings","Flip Flop (FR)","","","","Yearling","Out",0
1,0045,"Penn Sales","","Malibu Moon --- For Passion","03/29/2017","CH",Colt,"Malibu Moon","For Passion","","","","Yearling","Bedford Brown",140000
1,0046,"Bluewater Sales LLC, Agent X","","Frosty Friday","03/02/2012","B",Mare,"Eskendereya","Frosty Promise","","","","Racing or Broodmare Prospect","Out",0
1,0047,"Buckland Sales (Zach Madden), Agent II","","Frugal Franny","02/08/2013","CH",Mare,"Super Saver","Strike the Bell","Hakassan (CHI)","04/23/2017","pregnant","Broodmare","*RNA (0)",---
1,0048,"Forbush Farm, Agent","","Galileo's Star","04/04/2000","DB/BR",Mare,"Lil E. Tee","June Gale","Tiznow","04/02/2017","pregnant","Broodmare","SF Bloodstock",77000
1,0049,"Bluewater Sales LLC, Agent XX","","Galina Point","03/20/2012","B",Mare,"Saffir","Celtic Craft","","","","Broodmare Prospect","WinStar Farm, LLC",145000
1,0050,"Hunter Valley Farm, Agent","","Gemsaresparkling","04/30/2014","B",Mare,"Gemologist","Dreamscape","Shanghai Bobby","04/05/2017","pregnant","Broodmare","Out",0
1,0051,"Buck Pond Farm (Douglas S. Arnold), Agent","","Get Real","03/13/2009","CH",Mare,"Whywhywhy","O. K. Mom","Conveyance","04/13/2017","pregnant","Broodmare","Hargens Racing Stable LLC (Robert Hargens)",10000
1,0052,"Bluewater Sales LLC, Agent XII","","Gianna's Dream","03/19/2013","B",Mare,"Twirling Candy","Untamed Beauty","","","","Racing or Broodmare Prospect","Out",0
1,0053,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Temple City --- Gimlet Witha Twist","02/19/2017","B",Filly,"Temple City","Gimlet Witha Twist","","","","Yearling","*RNA (13,000)",---
1,0054,"Bluewater Sales LLC, Agent III","","Giulia","02/15/2012","B",Mare,"Sky Mesa","Annika Rules","","","","Racing or Broodmare Prospect","Out",0
1,0055,"Legacy Bloodstock, Agent VIII","","Glow Ruby Go","02/28/1999","B",Mare,"Rubiano","Tiara Glow","Fed Biz","04/22/2017","pregnant","Broodmare","Scott Mallory, Agent for Randall Stutes",11000
1,0056,"Taylor Made Sales Agency, Agent LI","","Golden Muscade","03/15/2013","B",Mare,"Medaglia d'Oro","Kinda Spicy","","","","Broodmare Prospect","Stuart Angus, TMSA, Agent",125000
1,0057,"Taylor Made Sales Agency, Agent XXXI","","Goldilocks' Cat","01/23/2004","B",Mare,"Seeking the Gold","Kelli Cat","Hard Spun","02/14/2017","pregnant","Broodmare","Kildare Stud",20000
1,0058,"Bluewater Sales LLC, Agent VII","","First Samurai --- Gonna","02/24/2017","DB/BR",Filly,"First Samurai","Gonna","","","","Yearling","Out",0
1,0059,"Taylor Made Sales Agency, Agent XLVI","","Goodbye Stranger","02/27/2003","B",Mare,"Broad Brush","Prime Investor","Medaglia d'Oro","02/20/2017","pregnant","Broodmare","Out",0
1,0060,"Kingswood Farm, Agent I","","Gotachancetodance","04/19/2011","B",Mare,"English Channel","Chance Dance","","","","Broodmare Prospect","*RNA (47,000)",---
1,0061,"Winter Quarter Farm, Agent I","","Halcyon","02/21/2014","GR/RO",Filly,"Arch","Strike It Rich","","","","Racing or Broodmare Prospect","Out",0
1,0062,"Vinery Sales, Agent XI","","Kantharos --- Halo Victory","05/01/2017","CH",Colt,"Kantharos","Halo Victory","","","","Yearling","Out",0
1,0063,"Legacy Bloodstock, Agent X","","Constitution --- Happybirthdaybaby","04/23/2017","B",Filly,"Constitution","Happybirthdaybaby","","","","Yearling","Out",0
1,0064,"Bluewater Sales LLC, Agent XI","","Happy Mesa","04/08/2014","DB/BR",Filly,"Sky Mesa","Happy Choice","","","","Racing or Broodmare Prospect","Winchell Thoroughbreds",300000
1,0065,"Darby Dan Farm, Agent IV","","Goldencents --- Hard to Resist","04/19/2017","B",Filly,"Goldencents","Hard to Resist","","","","Yearling","Out",0
1,0066,"Taylor Made Sales Agency, Agent LVIII","","Harlington's Rose","02/06/2011","B",Mare,"Harlington","A Rose for You","Into Mischief","03/16/2017","pregnant","Broodmare","*RNA (340,000)",---
1,0067,"Hunter Valley Farm, Agent","","American Pharoah --- Harmony Lodge","04/09/2017","B",Colt,"American Pharoah","Harmony Lodge","","","","Yearling","Out",0
1,0068,"Clarkland Farm, LLC, Agent","","Hassle Free","04/10/2015","DB/BR",Filly,"Majestic Warrior","Swept Away","","","","Racing or Broodmare Prospect","Out",0
1,0069,"Royal Oak Farm (Damian & Braxton Lynch), Agent","","Heavenly Vision","01/23/2006","GR/RO",Mare,"Forestry","Holy Bubbette","American Pharoah","05/27/2017","pregnant","Broodmare","*RNA (300,000)",---
1,0070,"Bill Murphy, Agent VI","","Here Comes Chloe","02/16/2012","DB/BR",Mare,"Bellamy Road","Letithappencaptain","Cairo Prince","02/24/2017","pregnant","Broodmare","Mountmellick Farm",75000
1,0071,"Buckland Sales (Zach Madden), Agent III","","Creative Cause --- Highest Ground","03/04/2017","CH",Filly,"Creative Cause","Highest Ground","","","","Yearling","Larry Hirsch",95000
1,0072,"Darby Dan Farm, Agent VI","","Holiday Song","02/15/2013","GR/RO",Mare,"Harlan's Holiday","Staria","","","","Racing or Broodmare Prospect","*RNA (62,000)",---
1,0073,"Legacy Bloodstock, Agent XIII","","Tapiture --- Holy Stride","02/13/2017","GR/RO",Colt,"Tapiture","Holy Stride","","","","Yearling","Brian Holmes",25000
1,0074,"War Horse Place LLC, Agent II","","Mineshaft --- Honeyed","02/16/2017","CH",Colt,"Mineshaft","Honeyed","","","","Yearling","*RNA (22,000)",---
1,0075,"Buck Pond Farm (Douglas S. Arnold), Agent","","Hong Kong Lake","05/16/2009","CH",Mare,"Friends Lake","Hong Kong Squall","Tonalist","03/28/2017","pregnant","Broodmare","Willow Tree Farm",40000
1,0076,"VanMeter-Gentry Sales, Agent","","Munnings --- I Am Now","05/10/2017","DB/BR",Filly,"Munnings","I Am Now","","","","Yearling","MJK Bloodstock",20000
1,0077,"Woodford Thoroughbreds, Agent XIII","","Ilikecandy","03/07/2010","DB/BR",Mare,"Malibu Moon","Real Candy","Carpe Diem","05/02/2017","pregnant","Broodmare","Dennis Yokum, Agent",100000
1,0078,"Penn Sales","","Goldencents --- I'lltakeit","04/11/2016","B",Filly,"Goldencents","I'lltakeit","","","","Racing or Broodmare Prospect","*RNA (1,000)",---
1,0079,"Taylor Made Sales Agency, Agent XXX","","Giant's Causeway --- I'm So Excited","02/23/2016","B",Filly,"Giant's Causeway","I'm So Excited","","","","Racing or Broodmare Prospect","Spiderman Stable",7000
1,0080,"Bluewater Sales LLC, Agent XIV","","Infliction","04/30/2010","B",Mare,"Stormy Atlantic","Party Chatter","Quality Road","05/04/2017","pregnant","Broodmare","Out",0
1,0081,"Dromoland Farm Inc. (Gerry Dilger), Agent I","","Bodemeister --- Inny River","03/10/2017","B",Colt,"Bodemeister","Inny River","","","","Yearling","Calumet Farm",140000
1,0082,"Taylor Made Sales Agency, Agent XVI","","Invitation","02/09/2007","B",Mare,"Vindication","Statuette","Gemologist","05/24/2017","pregnant","Broodmare","*RNA (30,000)",---
1,0083,"Taylor Made Sales Agency, Agent XVI","","Constitution --- Invitation","05/02/2017","B",Colt,"Constitution","Invitation","","","","Yearling","*RNA (80,000)",---
1,0084,"Stuart Morris, Agent V","","Irish Pleasure","05/16/2013","CH",Mare,"Awesome Again","Irish Cherry","Exaggerator","04/02/2017","pregnant","Broodmare","*RNA (95,000)",---
1,0085,"Taylor Made Sales Agency, Agent XVIII","","Its About Midnight","02/18/2007","B",Mare,"Distorted Humor","Misty Sixes","Will Take Charge","02/25/2017","pregnant","Broodmare","Red Fox Stable",60000
1,0086,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent I","","Jaish","02/11/2003","DB/BR",Mare,"Seeking the Gold","Khazayin","Speightster","06/04/2017","pregnant","Broodmare","*RNA (9,500)",---
1,0087,"Taylor Made Sales Agency, Agent XXIV","","Japanese Garden","01/25/2008","B",Mare,"Maria's Mon","Fircroft","Gemologist","04/25/2017","pregnant","Broodmare","*RNA (12,000)",---
1,0088,"Select Sales, Agent III","","Bodemeister --- Joanne Jubilation","01/25/2017","GR/RO",Filly,"Bodemeister","Joanne Jubilation","","","","Yearling","*RNA (37,000)",---
1,0089,"Vinery Sales, Agent XXII","","Jimmy Creed --- Jodys Deelite","04/03/2017","CH",Filly,"Jimmy Creed","Jodys Deelite","","","","Yearling","Out",0
1,0090,"Clarkland Farm, LLC, Agent","","Jolly Good","02/07/2014","CH",Filly,"Paddy O'Prado","Round Robin","","","","Racing or Broodmare Prospect","D. Lynn Ferrell",3500
1,0091,"Taylor Made Sales Agency, Agent XVI","","Jon's Lady","01/28/2009","DB/BR",Mare,"Johannesburg","Lady Nichola","Gemologist","05/21/2017","pregnant","Broodmare","*RNA (30,000)",---
1,0092,"St. George Sales, Agent XVI","","J R Star","04/01/2013","B",Mare,"Eskendereya","Lotus of the Nile","Paynter","05/26/2017","pregnant","Broodmare","*RNA (47,000)",---
1,0093,"Denali Stud (Craig & Holly Bandoroff), Agent XVIII","","Judy In Disguise (GB)","01/31/2010","B",Mare,"Elusive City","Tomorrow's World (IRE)","Shanghai Bobby","05/03/2017","pregnant","Broodmare","Greg & Caroline Bentley",50000
1,0094,"Buck Pond Farm (Douglas S. Arnold), Agent","","Justenufappeal","04/03/2008","CH",Mare,"Exchange Rate","Hasty Appeal","Runhappy","05/11/2017","pregnant","Broodmare","*RNA (45,000)",---
1,0095,"Select Sales, Agent III","","Paynter --- Just Keep Singing","01/21/2017","B",Colt,"Paynter","Just Keep Singing","","","","Yearling","*RNA (22,000)",---
1,0096,"St. George Sales, Agent XVI","","American Pharoah --- J Z Now","01/19/2017","CH",Filly,"American Pharoah","J Z Now","","","","Yearling","*RNA (180,000)",---
1,0097,"St. George Sales, Agent XVI","","J Z Now","03/11/2007","B",Mare,"Tiznow","Ticky Tacky","Paynter","04/06/2017","pregnant","Broodmare","*RNA (45,000)",---
1,0098,"Betz Thoroughbreds, Inc., Agent","","Kindest Regards","03/05/2013","DB/BR",Mare,"Congrats","Yachats","Violence","04/29/2017","pregnant","Broodmare","Out",0
1,0099,"Lisa and Tim Turney, Agent III","","Gemologist --- Knockout Beauty","04/04/2017","DB/BR",Filly,"Gemologist","Knockout Beauty","","","","Yearling","*RNA (4,000)",---
1,0100,"Pope McLean (Crestwood Farm), Agent I","","Kylers Song","03/31/2013","B",Mare,"El Corredor","Summer Song","Texas Red","04/06/2017","pregnant","Broodmare","MacDoodle Farm",27000
1,0101,"True Blue Thoroughbreds, Agent","","Lookin At Lucky --- Lady Audrey","02/18/2017","CH",Colt,"Lookin At Lucky","Lady Audrey","","","","Yearling","*RNA (25,000)",---
1,0102,"ELiTE","","Lady Fog Horn","05/01/2012","B",Mare,"Zavata","Titia","","","","Racing or Broodmare Prospect","Shadai Farm",300000
1,0103,"Marshall W. Silverman, Agent for Marathon Farms","","Oxbow --- Lady Lindy","05/16/2017","B",Filly,"Oxbow","Lady Lindy","","","","Yearling","*RNA (9,000)",---
1,0104,"Hill 'n' Dale Sales Agency, Agent","","Lady On Holiday","02/01/2005","B",Mare,"Harlan's Holiday","Dorky","Orb","04/23/2017","pregnant","Broodmare","*RNA (27,000)",---
1,0105,"Winter Quarter Farm, Agent for Oak Bluff Stables LLC","","Lady Renaissance","05/09/2003","CH",Mare,"Smart Strike","Artistic","Temple City","03/16/2017","pregnant","Broodmare","Dennis Yokum, Agent",52000
1,0106,"Taylor Made Sales Agency, Agent XI","","Lady Rushmoore","05/23/2003","DB/BR",Mare,"Wild Rush","T. K. O. Lady","Mshawish","04/24/2017","pregnant","Broodmare","Burden Creek Farm, LLC",14000
1,0107,"Upson Downs Farm, Agent","","La Milanesa","02/17/2006","CH",Mare,"Mr. Greeley","Hometown Queen","Liam's Map","03/23/2017","pregnant","Broodmare","Mountmellick Farm",170000
1,0108,"Vinery Sales, Agent for Haymarket Farm LLC","","Commissioner --- Latin Rocks","01/19/2017","DB/BR",Colt,"Commissioner","Latin Rocks","","","","Yearling","Calabria Farms LLC",4500
1,0109,"VanMeter-Gentry Sales, Agent","","Tiznow --- Lemon Gala","01/30/2017","B",Filly,"Tiznow","Lemon Gala","","","","Yearling","*RNA (95,000)",---
1,0110,"Oxmoor Sales LLC, Agent X","","Liberty Road","04/05/2012","DB/BR",Mare,"Quality Road","Hello Liberty","","","","Broodmare Prospect","Gainesway",35000
1,0111,"Moonestone Sales, Agent II","","Take Charge Indy --- Lights Out (AUS)","04/30/2017","DB/BR",Colt,"Take Charge Indy","Lights Out (AUS)","","","","Yearling","*RNA (1,000)",---
1,0112,"St. George Sales, Agent IX","","Lilac Lilly","02/26/2009","DB/BR",Mare,"Bluegrass Cat","Lilac Garden","Constitution","06/10/2017","pregnant","Broodmare","*RNA (30,000)",---
1,0113,"Dromoland Farm Inc. (Gerry Dilger), Agent II","","To Honor and Serve --- Lily's Pulpit","02/26/2017","B",Filly,"To Honor and Serve","Lily's Pulpit","","","","Yearling","*RNA (0)",---
1,0114,"Moonestone Sales, Agent IV","","Lindz Winz","03/05/2008","DB/BR",Mare,"Vronsky","Craven Cottage","Commissioner","04/22/2017","pregnant","Broodmare","Bruno DeBerdt, Agent for Mark Cohen",37000
1,0115,"Legacy Bloodstock, Agent XVI","","Wicked Strong --- Lioness Lahr","04/16/2017","B",Filly,"Wicked Strong","Lioness Lahr","","","","Yearling","MacDoodle Farm",40000
1,0116,"Winter Quarter Farm, Agent II","","Lipstick","04/24/2014","DB/BR",Mare,"Ghostzapper","House of Fortune","Firing Line","05/27/2017","not pregnant","Broodmare","Silver Springs Stud",16000
1,0117,"Buck Pond Farm (Douglas S. Arnold), Agent","","Fed Biz --- Little Widow Maker","04/30/2017","DB/BR",Filly,"Fed Biz","Little Widow Maker","","","","Yearling","*RNA (19,000)",---
1,0118,"Bill Murphy, Agent IV","","Look Out Baby","04/05/2014","B",Filly,"More Than Ready","American Slew","","","","Broodmare Prospect","*RNA (27,000)",---
1,0119,"Royal Oak Farm (Damian & Braxton Lynch), Agent","","Lookout Mimi","03/06/2015","CH",Filly,"Giant's Causeway","Traveling Alone","","","","Racing or Broodmare Prospect","David Meah, Agent for Abbondanza Racing",70000
1,0120,"Buckland Sales (Zach Madden), Agent XX","","Lovely Steps","03/07/2006","DB/BR",Mare,"Gone West","Magicalmysterycat","Shackleford","02/20/2017","pregnant","Broodmare","*RNA (14,000)",---
1,0121,"Taylor Made Sales Agency, Agent LII","","Lucy N Ethel","04/25/2013","DB/BR",Mare,"During","Kid Silver","","","","Racing or Broodmare Prospect","Out",0
1,0122,"Select Sales, Agent II","","Malibu Moon --- Madagascat","01/30/2017","B",Colt,"Malibu Moon","Madagascat","","","","Yearling","Out",0
1,0123,"Select Sales, Agent VIII","","Lea --- Maggie Simon","05/14/2017","CH",Filly,"Lea","Maggie Simon","","","","Yearling","Denny Andrew TY, Inc.",60000
1,0124,"Taylor Made Sales Agency, Agent IV","","Magic Appointment","02/20/2009","B",Mare,"Grand Appointment","Magic Blue","Not This Time","05/10/2017","pregnant","Broodmare","Lane's End Bloodstock",30000
1,0125,"War Horse Place LLC, Agent","","Lookin At Lucky --- Magic Madison","04/06/2017","DB/BR",Filly,"Lookin At Lucky","Magic Madison","","","","Yearling","Big Oak Farm",3200
1,0126,"Buckland Sales (Zach Madden), Agent XX","","Mucho Macho Man --- Mahaica Gap","04/27/2017","B",Colt,"Mucho Macho Man","Mahaica Gap","","","","Yearling","Out",0
1,0127,"ELiTE","","Majestic Quality","04/25/2014","B",Filly,"Quality Road","She Nuit All","","","","Racing or Broodmare Prospect","Shadai Farm",350000
1,0128,"Taylor Made Sales Agency, Agent LIX","","Make Light","04/19/2008","B",Mare,"Empire Maker","Light Jig (GB)","California Chrome","04/03/2017","pregnant","Broodmare","*RNA (100,000)",---
1,0129,"Taylor Made Sales Agency, Agent X","","Malibu Red","03/07/2009","CH",Mare,"Malibu Moon","Explosive Beauty","Street Sense","04/15/2017","not pregnant","Broodmare","Out",0
1,0130,"Olympia Star Inc.","","Manhattan Moxy","05/16/2012","GR/RO",Mare,"Lemon Drop Kid","Diamond Song","Skipshot","03/29/2017","pregnant","Broodmare","Miguel Silva",4000
1,0131,"St. George Sales, Agent XV","","Manner of Speaking","03/15/2011","CH",Mare,"Langfuhr","Bedside Manner","Vancouver (AUS)","03/14/2017","pregnant","Broodmare","Brian Culnan",21000
1,0132,"Buckland Sales (Zach Madden), Agent VI","","Fast Anna --- Mareana","04/06/2017","DB/BR",Colt,"Fast Anna","Mareana","","","","Yearling","Out",0
1,0133,"Vinery Sales, Agent for Haymarket Farm LLC","","Danza --- Mare and Cher","02/19/2017","DB/BR",Filly,"Danza","Mare and Cher","","","","Yearling","Out",0
1,0134,"Taylor Made Sales Agency, Agent XXXIV","","Margaret Reay","03/12/2012","B",Mare,"Pioneerof the Nile","Legendary Stacey","California Chrome","03/05/2017","pregnant","Broodmare","T & G Farm of Kentucky",180000
1,0135,"Hill 'n' Dale Sales Agency, Agent","","Candy Ride (ARG) --- Minaki","05/08/2017","GR/RO",Colt,"Candy Ride (ARG)","Minaki","","","","Yearling","K.M.C.F.F. Stable",50000
1,0136,"VanMeter-Gentry Sales, Agent I","","Mindful Chatter","04/23/2013","CH",Mare,"Parading","Sweet Screamer","","","","Broodmare Prospect","Out",0
1,0137,"Bluewater Sales LLC, Agent II","","Miss Bean Wah","03/21/2005","DB/BR",Mare,"Afternoon Deelites","X Strawdnair","Maclean's Music","04/03/2017","pregnant","Broodmare","*RNA (32,000)",---
1,0138,"Olympia Star Inc.","","Overanalyze --- Miss Curley d'Oro","03/16/2017","CH",Colt,"Overanalyze","Miss Curley d'Oro","","","","Yearling","*RNA (2,500)",---
1,0139,"Nursery Place, Agent","","Mineshaft --- Miss Judged","02/03/2017","B",Colt,"Mineshaft","Miss Judged","","","","Yearling","Calumet Farm",55000
1,0140,"Taylor Made Sales Agency, Agent X","","Miss Nancy","02/16/2013","DB/BR",Filly,"Arch","Silky Omega","","","","Racing or Broodmare Prospect","Out",0
1,0141,"Buckland Sales (Zach Madden), Agent II","","Hakassan (CHI) --- Miz Lee","03/14/2017","DB/BR",Colt,"Hakassan (CHI)","Miz Lee","","","","Yearling","*RNA (6,500)",---
1,0142,"Bluewater Sales LLC, Agent XXI","","Mo Flash","03/20/2015","B",Filly,"Uncle Mo","Super Flash","","","","Racing or Broodmare Prospect","Out",0
1,0143,"Stuart Morris, Agent for Highclere","","Palace Malice --- Moneybru","03/06/2017","B",Filly,"Palace Malice","Moneybru","","","","Yearling","Bloodstock Investments V",52000
1,0144,"Taylor Made Sales Agency, Agent XXXII","","Liam's Map --- Monono","01/25/2017","CH",Colt,"Liam's Map","Monono","","","","Yearling","Out",0
1,0145,"Foundations Farm, Agent IX","","Moonlight Brew","02/24/2011","B",Mare,"Milwaukee Brew","Moonlight Affair","Strong Mandate","05/04/2017","pregnant","Broodmare","Chad Schumer, Agent",4500
1,0146,"Foundations Farm, Agent IX","","Shakin It Up --- Moonlight Brew","04/06/2017","B",Colt,"Shakin It Up","Moonlight Brew","","","","Yearling","Josh Hennessy",5500
1,0147,"Scott Mallory, Agent III","","Take Charge Indy --- Morediamondsplease","04/28/2017","DB/BR",Colt,"Take Charge Indy","Morediamondsplease","","","","Yearling","Michelle Redding",11000
1,0148,"Taylor Made Sales Agency, Agent XIX","","Motown Lady","04/06/2013","B",Mare,"Uncle Mo","Binavicar","","","","Racing or Broodmare Prospect","Town & Country Horse Farms, LLC",340000
