Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0145,"Taylor Made Sales Agency, Agent LXX","","Distorted Humor --- Sky Glow","01/26/2017","GR/RO",Colt,"Distorted Humor","Sky Glow","","","","Weanling","Northface Bloodstock",235000
1,0146,"Kaizen Sales (Richard Kent), Agent","","Declaration of War --- Sky Walk","02/28/2017","B",Filly,"Declaration of War","Sky Walk","","","","Weanling","*RNA (85,000)",---
1,0147,"Taylor Made Sales Agency, Agent CLXII","","Sneaky Betty","01/30/2014","B",Filly,"Mineshaft","Tell Some Fibs","","","","Racing or Broodmare Prospect","Out",0
1,0148,"Taylor Made Sales Agency, Agent LIII","","Song Collection","04/26/2011","GR/RO",Mare,"Unbridled's Song","Collect Call","Bernardini","05/23/2017","pregnant","Broodmare","Machmer Hall",400000
1,0149,"Sue Vacek, Agent","","Liam's Map --- Sonja's Angel","02/10/2017","GR/RO",Filly,"Liam's Map","Sonja's Angel","","","","Weanling","*RNA (45,000)",---
1,0150,"Bill Murphy, Agent IV","","Spiritual Union","04/22/2011","CH",Mare,"Corinthian","Cute Cognac","Bodemeister","03/07/2017","pregnant","Broodmare","Aysoob Stud Farm",50000
1,0151,"Bill Murphy, Agent I","","Competitive Edge --- Spiritual Union","01/11/2017","CH",Colt,"Competitive Edge","Spiritual Union","","","","Weanling","Leland",60000
1,0152,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IX","","Honor Code --- Stayclassysandiego","02/01/2017","DB/BR",Colt,"Honor Code","Stayclassysandiego","","","","Weanling","*RNA (145,000)",---
1,0153,"Lane's End, Agent","","Stellar Wind","02/13/2012","CH",Mare,"Curlin","Evening Star","","","","Racing or Broodmare Prospect","M. V. Magnier",6000000
1,0154,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for","R. S. Evans","Tonalist --- Storm Tide","03/05/2017","DB/BR",Colt,"Tonalist","Storm Tide","","","","Weanling","Burnt Milles Thoroughbreds",260000
1,0155,"Hunter Valley Farm, Agent","","Stormy B","03/12/2005","B",Mare,"Cherokee Run","Seoul","Pioneerof the Nile","03/25/2017","pregnant","Broodmare","Red Hawk Farm",610000
1,0156,"Hunter Valley Farm, Agent","","Liam's Map --- Stormy B","02/28/2017","DB/BR",Filly,"Liam's Map","Stormy B","","","","Weanling","*RNA (140,000)",---
1,0157,"Taylor Made Sales Agency, Agent CXXXIII","","Into Mischief --- Stormy Rhapsody","01/14/2017","GR/RO",Colt,"Into Mischief","Stormy Rhapsody","","","","Weanling","D. M. I.",320000
1,0158,"Taylor Made Sales Agency, Agent XXXIX","","Street Fancy","01/29/2013","B",Mare,"Street Sense","Bold Angel","Medaglia d'Oro","02/10/2017","pregnant","Broodmare","Bridlewood Farm",1500000
1,0159,"Darby Dan Farm, Agent for HnR Nothhaft Horse Racing LLC","","Sulis","06/08/2007","CH",Mare,"Maria's Mon","Medicine Woman","Bodemeister","05/18/2017","pregnant","Broodmare","*RNA (95,000)",---
1,0160,"Darby Dan Farm, Agent for HnR Nothhaft Horse Racing LLC","","Lemon Drop Kid --- Sulis","04/27/2017","CH",Filly,"Lemon Drop Kid","Sulis","","","","Weanling","*RNA (70,000)",---
1,0161,"Stonereath Stud, Agent","","Mineshaft --- Summer Applause","04/11/2017","DB/BR",Filly,"Mineshaft","Summer Applause","","","","Weanling","Out",0
1,0162,"VanMeter-Gentry Sales, Agent X","","Super Saks","02/17/2012","GR/RO",Mare,"Sky Mesa","Broadway Debut","","","","Broodmare Prospect","Charles H. Boden Thoroughbreds, Agent",300000
1,0163,"Claiborne Farm, Agent","","Tammy the Torpedo","04/02/2012","DB/BR",Mare,"More Than Ready","Search and Seizure","War Front","03/24/2017","pregnant","Broodmare","Dr. Masatake Iida",1650000
1,0164,"Beau Lane Bloodstock, Agent for Beau & Gail Lane","","Into Mischief --- Team Hansen","03/17/2017","B",Filly,"Into Mischief","Team Hansen","","","","Weanling","Out",0
1,0165,"Taylor Made Sales Agency, Agent LXXIV","","Giant's Causeway --- Texas to a Tee","02/01/2017","B",Colt,"Giant's Causeway","Texas to a Tee","","","","Weanling","Out",0
1,0166,"Taylor Made Sales Agency, Agent CXXX","","American Pharoah --- Theworldweknow","02/08/2017","B",Filly,"American Pharoah","Theworldweknow","","","","Weanling","Out",0
1,0167,"Baccari Bloodstock, Agent III","","Tidal Pool","03/09/2007","B",Mare,"Yankee Gentleman","Sea Rhythm","Pioneerof the Nile","05/18/2017","pregnant","Broodmare","SF Bloodstock",330000
1,0168,"Darby Dan Farm, Agent XIII","","Tizavision","02/15/2012","DB/BR",Mare,"Tiznow","Easter Bunnette","Curlin","05/13/2017","pregnant","Broodmare","Larkin Armstrong, Agent for Cina Forgason",550000
1,0169,"Beau Lane Bloodstock, Agent II","","Too Shy Shy","03/25/2008","CH",Mare,"Distorted Humor","Donation","Will Take Charge","05/19/2017","pregnant","Broodmare","Out",0
1,0170,"Adena Springs","","Top Decile","04/01/2012","CH",Mare,"Congrats","Sequoia Queen","American Pharoah","03/30/2017","pregnant","Broodmare","Shadai Farm",950000
1,0171,"Adena Springs","","Topic","02/21/2010","B",Mare,"Discreet Cat","Quiet Maggy","American Pharoah","04/06/2017","pregnant","Broodmare","Spendthrift Farm LLC",525000
1,0172,"Adena Springs","","Awesome Again --- Topic","03/14/2017","B",Colt,"Awesome Again","Topic","","","","Weanling","Khalid Mishref",130000
1,0173,"Taylor Made Sales Agency, Agent CXXXIII","","Honor Code --- Unbridled Betty","03/17/2017","B",Colt,"Honor Code","Unbridled Betty","","","","Weanling","September Farm",200000
1,0174,"Taylor Made Sales Agency, Agent CXLIII","","Speightstown --- Unfold the Rose","04/23/2017","DB/BR",Colt,"Speightstown","Unfold the Rose","","","","Weanling","Out",0
1,0175,"Lane's End, Agent","","Union City","04/07/2006","DB/BR",Mare,"Dixie Union","City Sister","Quality Road","05/14/2017","pregnant","Broodmare","Eaton Sales, Agent",725000
1,0176,"Taylor Made Sales Agency, Agent LVIII","","Liam's Map --- Uno Mas Promesa","03/28/2017","GR/RO",Colt,"Liam's Map","Uno Mas Promesa","","","","Weanling","Out",0
1,0177,"Taylor Made Sales Agency, Agent for Ran Jan","Racing Inc.","Up (IRE)","05/15/2009","B",Mare,"Galileo (IRE)","Halland Park Lass (IRE)","Pioneerof the Nile","04/21/2017","pregnant","Broodmare","Out",0
1,0178,"Claiborne Farm, Agent","","Vanquished","02/13/2005","B",Mare,"Empire Maker","Critical Crew","Candy Ride (ARG)","03/02/2017","pregnant","Broodmare","Eaton Sales, Agent for Forging Oaks Farm",475000
1,0179,"Taylor Made Sales Agency, Agent CLXI","","Tommy Macho","04/18/2012","B",Horse,"Macho Uno","Starstream","","","","Racing or Stallion Prospect","Out",0
