Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0146,"Select Sales, Agent XII","","Twirling Candy --- Sister Charlie","03/15/2016","DB/BR",Filly,"Twirling Candy","Sister Charlie","","","","Yearling","*RNA (27,000)",---
1,0147,"Vinery Sales, Agent XXVII","","Sister Friend","02/20/2007","DB/BR",Mare,"Mineshaft","My Pal Lana","Palace Malice","04/06/2016","pregnant","Broodmare","*RNA (47,000)",---
1,0148,"Buckland Sales (Zach Madden), Agent VIII","","Sister Smack","05/01/2013","B",Mare,"Notional","Smack Madam","New Year's Day","04/15/2016","pregnant","Broodmare","*RNA (14,000)",---
1,0149,"Hartwell Farm, Agent","","Skating","01/18/2008","DB/BR",Mare,"Awesome Again","Melody Maiden","Union Rags","04/13/2016","pregnant","Broodmare","Renee Dailey",72000
1,0150,"Hartwell Farm, Agent","","Orb --- Skating","03/14/2016","DB/BR",Filly,"Orb","Skating","","","","Yearling","Old Chapel Farm, LLC",60000
1,0151,"Betz Thoroughbreds, Inc., Agent","","Sky Copper","05/03/2005","CH",Mare,"Sky Mesa","Legendary Priness","Paynter","05/29/2016","pregnant","Broodmare","*RNA (19,000)",---
1,0152,"Denali Stud (Craig & Holly Bandoroff), Agent II","","Skyluck","04/22/2012","B",Mare,"Lookin At Lucky","Citi Pearl","","","","Racing or Broodmare Prospect","*RNA (49,000)",---
1,0153,"St. George Sales, Agent X","","Smart Woman","04/16/2006","DB/BR",Mare,"Smarty Jones","Storming Beauty","Tapizar","06/03/2016","pregnant","Broodmare","Morgan's Ford Farm",14000
1,0154,"Denali Stud (Craig & Holly Bandoroff), Agent XI","","Solar Orbit","05/03/2015","DB/BR",Filly,"Orb","Solar Echo","","","","Racing Prospect","Kimberly A. Tompkins",30000
1,0155,"Hill 'n' Dale Sales Agency, Agent","","Songofthecity","04/30/2008","GR/RO",Mare,"Songandaprayer","Citiview","The Factor","05/22/2016","pregnant","Broodmare","*RNA (80,000)",---
1,0156,"Taylor Made Sales Agency, Agent LXXI","","Sophia's Song","04/05/2013","CH",Filly,"Bellamy Road","Dreamscape","","","","Racing or Broodmare Prospect","Out",0
1,0157,"Vinery Sales, Agent XIV","","Stranded","03/03/2016","B",Filly,"Stormy Atlantic","South Sea Pearl","","","","Yearling","*RNA (67,000)",---
1,0158,"Baccari Bloodstock, Agent III","","Sparkling City","03/12/2007","B",Mare,"Cape Town","Navajo Pass","Tonalist","05/29/2016","pregnant","Broodmare","*RNA (45,000)",---
1,0159,"Select Sales, Agent X","","Bellamy Road --- Special Smoke","05/01/2016","GR/RO",Filly,"Bellamy Road","Special Smoke","","","","Yearling","The Kitchen",32000
1,0160,"Darby Dan Farm, Agent XLI","","Spectacular Tale","01/28/2005","B",Mare,"Tale of the Cat","Spectacular Day","Kitten's Joy","05/10/2016","pregnant","Broodmare","*RNA (22,000)",---
1,0161,"Buck Pond Farm (Douglas S. Arnold), Agent","","Spun Silky","03/11/2009","CH",Mare,"Hard Spun","French Silk","Orb","02/24/2016","pregnant","Broodmare","Out",0
1,0162,"Buck Pond Farm (Douglas S. Arnold), Agent","","Stadia","04/26/2009","B",Mare,"Teuflesberg","Honoria","Fed Biz","04/22/2016","pregnant","Broodmare","*RNA (25,000)",---
1,0163,"Buck Pond Farm (Douglas S. Arnold), Agent","","Fed Biz --- Stadia","03/17/2016","DB/BR",Colt,"Fed Biz","Stadia","","","","Yearling","deMeric Stables, Agent",85000
1,0164,"Hunter Valley Farm, Agent","","Stay Thirsty --- Starbourne (IRE)","05/10/2016","B",Colt,"Stay Thirsty","Starbourne (IRE)","","","","Yearling","Out",0
1,0165,"Vinery Sales, Agent XVI","","The Factor --- Starry Eyed Kate","04/25/2016","GR/RO",Colt,"The Factor","Starry Eyed Kate","","","","Yearling","Northface Bloodstock",70000
1,0166,"Bluewater Sales LLC, Agent VI","","Shanghai Bobby --- Steel Courage","05/23/2016","DB/BR",Filly,"Shanghai Bobby","Steel Courage","","","","Yearling","Ryder Bloodstock",55000
1,0167,"Buck Pond Farm (Douglas S. Arnold), Agent","","Cross Traffic --- Stephan's Angel","04/20/2016","B",Colt,"Cross Traffic","Stephan's Angel","","","","Yearling","*RNA (24,000)",---
1,0168,"Taylor Made Sales Agency, Agent LXXII","","Stormin Saratoga","04/27/2013","B",Filly,"Kitten's Joy","Go Cherokee Go","","","","Racing or Broodmare Prospect","Grey Flight",1000
1,0169,"Woodford Thoroughbreds, Agent","","Stormy Venus","01/16/2002","DB/BR",Mare,"Stormy Atlantic","Serena's Sister","Commissioner","05/15/2016","pregnant","Broodmare","Richard Hogan, Agent",18000
1,0170,"Vinery Sales, Agent XII","","Street Play","02/12/2013","B",Filly,"Street Sense","Megahertz (GB)","","","","Broodmare Prospect","Chad Schumer, Agent",35000
1,0171,"Bluewater Sales LLC, Agent I","","Street Strut","03/13/2013","B",Filly,"Street Cry (IRE)","Lacadena","","","","Racing or Broodmare Prospect","Out",0
1,0172,"Hill 'n' Dale Sales Agency, Agent","","Succeeding","03/24/2014","DB/BR",Filly,"Smart Strike","Cascading","","","","Broodmare Prospect","Out",0
1,0173,"Taylor Made Sales Agency, Agent LVI","","Sunrise Glow","02/11/2013","B",Filly,"Distorted Humor","Dynazaper","","","","Racing or Broodmare Prospect","Indian Creek Farm",47000
1,0174,"Denali Stud (Craig & Holly Bandoroff), Agent IX","","Sunset Ride","05/18/2011","B",Mare,"Artie Schiller","Forest Key","Declaration of War","05/15/2016","pregnant","Broodmare","Out",0
1,0175,"Kingswood Farm, Agent I","","Sure Route (GB)","02/11/2008","B",Mare,"Ishiguru","Shore Light","Union Rags","04/21/2016","pregnant","Broodmare","*RNA (190,000)",---
1,0176,"Buckland Sales (Zach Madden), Agent I","","Sweet Caper","02/25/2001","B",Mare,"Cape Town","Crystal Lady","Strong Mandate","03/15/2016","pregnant","Broodmare","Rivers Edge Farm",3000
1,0177,"Taylor Made Sales Agency, Agent LXXX","","Sweet Ella","03/02/2013","DB/BR",Filly,"Scat Daddy","Sweet Monarch","","","","Racing or Broodmare Prospect","Out",0
1,0178,"Bill Murphy, Agent I","","Sweetlikeme","03/13/2005","B",Mare,"Cherokee Run","Blading Saddle","Stay Thirsty","04/11/2016","pregnant","Broodmare","Out",0
1,0179,"Bill Murphy, Agent I","","Jimmy Creed --- Sweetlikeme","03/15/2016","DB/BR",Filly,"Jimmy Creed","Sweetlikeme","","","","Yearling","Rockburn Bloodstock",1000
1,0180,"Taylor Made Sales Agency, Agent XIII","","Giant's Causeway --- Sweetness 'n Light","04/16/2016","CH",Colt,"Giant's Causeway","Sweetness 'n Light","","","","Yearling","Out",0
1,0181,"Taylor Made Sales Agency, Agent XXXII","","Sweet Opportunity","04/08/2012","CH",Filly,"Distorted Humor","Sugar Canyon","","","","Racing or Broodmare Prospect","Baoma Corp.",190000
1,0182,"Darby Dan Farm, Agent I","","Sweet Redemption","03/03/2010","B",Mare,"D'wildcat","Sliver of Silver","Mucho Macho Man","04/02/2016","pregnant","Broodmare","*RNA (27,000)",---
1,0183,"Buckland Sales (Zach Madden), Agent I","","Syriana","05/05/2011","DB/BR",Mare,"Harlington","Francie","I Want Revenge","05/18/2016","pregnant","Broodmare","*RNA (0)",---
1,0184,"Buckland Sales (Zach Madden), Agent I","","Sky Mesa --- Syriana","04/06/2016","B",Colt,"Sky Mesa","Syriana","","","","Yearling","Big Oak Farms",1000
1,0185,"Taylor Made Sales Agency, Agent XXXIII","","Tarty to the Party","02/08/2009","DB/BR",Mare,"Speightstown","Tortina (IRE)","","","","Racing or Broodmare Prospect","*RNA (32,000)",---
1,0186,"Taylor Made Sales Agency, Agent VIII","","Thegirlinthatsong","04/20/2011","DB/BR",Mare,"My Golden Song","Belle of the Band","Honor Code","03/03/2016","pregnant","Broodmare","Shadai Corporation",210000
1,0187,"Denali Stud (Craig & Holly Bandoroff), Agent for","Edition Farm","Then She Laughs","03/13/2001","B",Mare,"Distorted Humor","Dances With Quack","Speightstown","03/08/2016","pregnant","Broodmare","*RNA (67,000)",---
1,0188,"Sequel New York, Agent","","Throbbin' Heart","03/24/2005","GR/RO",Mare,"Smoke Glacken","Countless Affairs","Algorithms","03/21/2016","pregnant","Broodmare","Coteau Grove Farms",35000
1,0189,"Denali Stud (Craig & Holly Bandoroff), Agent II","","Tiffany Case","03/26/2013","B",Filly,"Uncle Mo","Biblical Point","","","","Racing or Broodmare Prospect","*RNA (50,000)",---
1,0190,"Lisa and Tim Turney, Agent I","","Tight Precision","04/04/2005","DB/BR",Mare,"Pure Precision","Come Tight","Lookin At Lucky","03/06/2016","pregnant","Broodmare","*RNA (50,000)",---
1,0191,"Vinery Sales, Agent I","","Tiz My Gal","03/30/2013","DB/BR",Filly,"Tiznow","Lajitas","Goldencents","10/06/2016","pregnant","Broodmare","Out",0
1,0192,"Taylor Made Sales Agency, Agent LIX","","Toast of Mayfair","03/13/2012","B",Mare,"Speightstown","Appealing Zophie","Constitution","02/25/2016","pregnant","Broodmare","Out",0
1,0193,"Select Sales, Agent for Coteau Grove Farms LLC","","Touch Magic","04/26/2010","CH",Mare,"Lion Heart","Unifier","","","not mated","Broodmare","Out",0
1,0194,"Select Sales, Agent for Coteau Grove Farms LLC","","Malibu Moon --- Touch Magic","04/28/2016","CH",Colt,"Malibu Moon","Touch Magic","","","","Yearling","Out",0
1,0195,"Scott Mallory, Agent X","","Tres Osos","03/13/2010","DB/BR",Mare,"Malibu Moon","Goldilocks' Cat","Verrazano","02/20/2016","pregnant","Broodmare","Out",0
1,0196,"Bill Murphy, Agent V","","Tres Peach","04/08/2004","CH",Mare,"Mr. Greeley","Impeachable","Shanghai Bobby","04/23/2016","pregnant","Broodmare","Erich Brehm",15000
1,0197,"Darby Dan Farm, Agent IX","","Tricky Zippy","03/28/2012","CH",Mare,"City Zip","Honky Tonk Trick","","","","Racing or Broodmare Prospect","Out",0
1,0198,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent I","","Quality Road --- Trillion Wing","03/27/2016","DB/BR",Colt,"Quality Road","Trillion Wing","","","","Yearling","*RNA (40,000)",---
1,0199,"Buck Pond Farm (Douglas S. Arnold), Agent","","Cairo Prince --- Two Hearts","03/26/2016","GR/RO",Filly,"Cairo Prince","Two Hearts","","","","Yearling","Three Diamonds Farm",75000
1,0200,"Darby Dan Farm, Agent V","","Mineshaft --- Two Trail Sioux","03/13/2016","B",Colt,"Mineshaft","Two Trail Sioux","","","","Yearling","Out",0
1,0201,"Bluewater Sales LLC, Agent XI","","Uchenna (IRE)","03/25/2011","B",Mare,"Fastnet Rock (AUS)","Uriah (GER)","","","","Racing or Broodmare Prospect","Out",0
1,0202,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VII","","Orb --- Understated","03/22/2016","CH",Filly,"Orb","Understated","","","","Yearling","*RNA (105,000)",---
1,0203,"VanMeter-Gentry Sales, Agent I","","Valseuse","05/20/2011","CH",Mare,"Kitten's Joy","Vilia","Strong Mandate","05/28/2016","not pregnant","Broodmare","Out",0
1,0204,"Allied Bloodstock, Agent I","","Curlin --- Vaulcluse","03/21/2016","B",Filly,"Curlin","Vaulcluse","","","","Yearling","Out",0
1,0205,"Select Sales, Agent I","","Veronica's Lake","05/01/2007","B",Mare,"Salt Lake","Harbor Princess","Flatter","04/01/2016","pregnant","Broodmare","Erich Brehm",67000
1,0206,"Betz Thoroughbreds, Inc., Agent","","Victory Lap","02/10/2002","B",Mare,"Touch Gold","Checkered Flag","Animal Kingdom","03/19/2016","pregnant","Broodmare","Blue Sky Thoroughbreds",7000
1,0207,"Baccari Bloodstock, Agent II","","Vision in Blue","03/22/2008","DB/BR",Mare,"Bluegrass Cat","Airizon","Constitution","03/01/2016","pregnant","Broodmare","Out",0
1,0208,"Farfellow Farms Ltd.","","Verrazano --- Waltzing With Deb","04/26/2016","DB/BR",Filly,"Verrazano","Waltzing With Deb","","","","Yearling","Out",0
1,0209,"Denali Stud (Craig & Holly Bandoroff), Agent III","","War Alert","02/07/2012","B",Mare,"War Front","Pastel Gal","","","","Broodmare Prospect","Ben McElroy, Agent",25000
1,0210,"Claiborne Farm, Agent","","Orb --- War Office","04/28/2016","DB/BR",Filly,"Orb","War Office","","","","Yearling","Jerry Rivers, Agt.",5500
1,0211,"Hunter Valley Farm, Agent","","Warrior Song","05/18/2013","B",Filly,"Harlan's Holiday","More Oats Please","","","","Broodmare Prospect","*RNA (50,000)",---
1,0212,"Taylor Made Sales Agency, Agent XXI","","Shackleford --- Wekiva Mist","05/01/2016","CH",Colt,"Shackleford","Wekiva Mist","","","","Yearling","*RNA (22,000)",---
1,0213,"Bedouin Bloodstock, Agent IV","","Well Deserved","02/14/2007","DB/BR",Mare,"Cactus Ridge","Lodden Blue","Goldencents","04/27/2016","pregnant","Broodmare","*RNA (22,000)",---
1,0214,"Pope McLean (Crestwood Farm), Agent","","Shanghai Bobby --- Well Traveled","04/27/2016","DB/BR",Colt,"Shanghai Bobby","Well Traveled","","","","Yearling","Out",0
1,0215,"South Point Sales Agency, Agent II","","Whisper Wisdom","04/09/2011","GR/RO",Mare,"Rockport Harbor","Bullville Belle","Palace Malice","04/03/2016","pregnant","Broodmare","Rick Grimes",180000
1,0216,"St. George Sales, Agent VIII","","White Hart Lane","03/24/2013","B",Filly,"Bernardini","Desire to Excel","","","","Broodmare Prospect","Sistas Stable",5000
1,0217,"Select Sales, Agent XVIII","","Shanghai Bobby --- Wild American","04/23/2016","B",Colt,"Shanghai Bobby","Wild American","","","","Yearling","Out",0
1,0218,"Fort Christopher's Thoroughbreds LLC, Agent I","","Buzz On By","04/05/2016","B",Colt,"Midnight Lute","Wild Meeting","","","","Yearling","Forever Spring Bloodstock",32000
1,0219,"Buckland Sales (Zach Madden), Agent XX","","English Channel --- Williams Bay","01/31/2016","B",Filly,"English Channel","Williams Bay","","","","Yearling","*RNA (4,000)",---
1,0220,"Taylor Made Sales Agency, Agent LIX","","Willow Rush","04/15/2001","B",Mare,"Wild Rush","Reet Petite","Orb","02/28/2016","pregnant","Broodmare","*RNA (25,000)",---
1,0221,"Allied Bloodstock, Agent IV","","Winning Bet","03/07/2006","DB/BR",Mare,"Dixie Union","Fantastic Find","Bodemeister","05/08/2016","pregnant","Broodmare","Housatonic Bloodstock, Agent",25000
1,0222,"Taylor Made Sales Agency, Agent LIX","","Paynter --- Winter Solstice","03/16/2016","DB/BR",Colt,"Paynter","Winter Solstice","","","","Yearling","deMeric Stables, Agent",62000
1,0223,"Claiborne Farm, Agent","","More Than Ready --- Woman of the World","01/13/2016","B",Filly,"More Than Ready","Woman of the World","","","","Yearling","Out",0
1,0224,"Taylor Made Sales Agency, Agent LIV","","Wooden Nickel","05/02/2010","B",Mare,"Divine Park","Don't Trick Her","Bodemeister","03/12/2016","pregnant","Broodmare","Coleswood Farm Inc./Jeff Runco",57000
1,0225,"Hunter Valley Farm, Agent","","Verrazano --- Woodflower","04/08/2016","CH",Colt,"Verrazano","Woodflower","","","","Yearling","Out",0
1,0226,"Taylor Made Sales Agency, Agent XLIV","","Street Sense --- Woodland Park","05/02/2016","B",Filly,"Street Sense","Woodland Park","","","","Yearling","Aynsford Holdings, LLC",62000
1,0227,"Taylor Made Sales Agency, Agent XVIII","","Woollahra","03/08/2009","B",Mare,"Proud Citizen","Woolloomooloo","Kitten's Joy","03/18/2016","pregnant","Broodmare","Dennis Rowan",35000
1,0228,"Bluewater Sales LLC, Agent V","","Paynter --- Worth Fighting For","02/05/2016","DB/BR",Filly,"Paynter","Worth Fighting For","","","","Yearling","Out",0
1,0229,"St. George Sales, Agent XVIII","","Cairo Prince --- Yang N Ying","04/26/2016","GR/RO",Filly,"Cairo Prince","Yang N Ying","","","","Yearling","*RNA (14,000)",---
1,0230,"St. George Sales, Agent XVIII","","Yang N Ying","03/27/2007","DB/BR",Mare,"Forestry","Hopes and Fears","Congrats","05/25/2016","pregnant","Broodmare","*RNA (19,000)",---
1,0231,"Buckland Sales (Zach Madden), Agent X","","Oxbow --- Yes Please Mary","04/25/2016","DB/BR",Colt,"Oxbow","Yes Please Mary","","","","Yearling","*RNA (22,000)",---
1,0232,"Dromoland Farm Inc. (Gerry Dilger), Agent I","","Zahrah","05/12/2009","DB/BR",Mare,"Kitten's Joy","Word o' Ransom","Blame","05/19/2016","pregnant","Broodmare","Out",0
1,0233,"Legacy Bloodstock, Agent XIV","","Zealous Vision","02/25/2012","GR/RO",Mare,"The Visualiser","American Sound","","","","Racing or Broodmare Prospect","Chad Schumer, Agent",7000
1,0234,"Taylor Made Sales Agency, Agent LXIX","","Graydar --- Zoe Montana","05/16/2016","B",Colt,"Graydar","Zoe Montana","","","","Yearling","*RNA (2,000)",---
1,0235,"Buckland Sales (Zach Madden), Agent VIII","","Ada Mae","02/06/2010","B",Mare,"Cactus Ridge","Fabulous Performer","New Year's Day","05/10/2016","pregnant","Broodmare","Out",0
1,0236,"Select Sales, Agent XVII","","The Factor --- Afleet Lexi","03/21/2016","DB/BR",Filly,"The Factor","Afleet Lexi","","","","Yearling","Fred W. Hertrich, III",30000
1,0237,"Taylor Made Sales Agency, Agent I","","Ainsley","03/21/2009","B",Mare,"Officer","Surging Storm","Distorted Humor","03/22/2016","pregnant","Broodmare","Erich Brehm",110000
1,0238,"Pope McLean (Crestwood Farm), Agent V","","Cape Blanco (IRE) --- Alascaline (IRE)","04/20/2014","B",Filly,"Cape Blanco (IRE)","Alascaline (IRE)","","","","Racing or Broodmare Prospect","Out",0
1,0239,"Taylor Made Sales Agency, Agent LXVI","","All Star Bub","03/31/2012","CH",Filly,"Midshipman","High Style","","","","Racing or Broodmare Prospect","Jackpot Ranch",110000
1,0240,"Taylor Made Sales Agency, Agent XLVIII","","Bernardini --- All Time High","05/18/2016","B",Filly,"Bernardini","All Time High","","","","Yearling","Out",0
1,0241,"Darby Dan Farm, Agent I","","Allyallyincomefree","04/26/2011","GR/RO",Mare,"Unbridled's Song","Emmalee","Mucho Macho Man","04/25/2016","pregnant","Broodmare","Out",0
1,0242,"Taylor Made Sales Agency, Agent LIV","","An Annika Moment","03/29/2001","B",Mare,"Mecke","Maybe in May","Carpe Diem","05/10/2016","aborted single foal","Broodmare","International Equities Holding",15000
1,0243,"Hill 'n' Dale Sales Agency, Agent","","Ancient Goddess (FR)","02/14/2012","B",Mare,"Iffraaj (GB)","Jezebel (GB)","","","","Broodmare Prospect","Sovereign Stables",80000
1,0244,"St George Sales, Agent XVI","","Fed Biz --- Angel's Flight","03/25/2016","DB/BR",Colt,"Fed Biz","Angel's Flight","","","","Yearling","K.M.C.F.F.",65000
1,0245,"St George Sales, Agent XVI","","Angel's Flight","05/13/2011","DB/BR",Mare,"Rock Hard Ten","If Angels Sang","Gemologist","05/23/2016","pregnant","Broodmare","Out",0
1,0246,"Taylor Made Sales Agency, Agent LIX","","Into Mischief --- Anna Sun","01/29/2016","B",Filly,"Into Mischief","Anna Sun","","","","Yearling","Machmer Hall, Agent et all",185000
1,0247,"Buckland Sales (Zach Madden), Agent V","","Aquitania","03/28/2008","GR/RO",Mare,"Leroidesanimaux (BRZ)","A Touch of Larceny","Algorithms","03/01/2016","pregnant","Broodmare","Robert C. Francis",5000
1,0248,"Buckland Sales (Zach Madden), Agent V","","Midshipman --- Aquitania","01/25/2016","CH",Colt,"Midshipman","Aquitania","","","","Yearling","Straw's Farm",15000
1,0249,"Sheppell Thoroughbreds","","Cairo Prince --- Aray","03/30/2016","DB/BR",Filly,"Cairo Prince","Aray","","","","Yearling","Cannan Creek Stables, LLC",72000
1,0250,"Sally Thomas, Agent","","Aspens Little Zip","02/09/2016","DB/BR",Filly,"Temple City","Aspen Blush","","","","Yearling","deMeric Stables, Agent",70000
1,0251,"Scott Mallory, Agent V","","Istan --- Asscher Rose","04/17/2016","DB/BR",Colt,"Istan","Asscher Rose","","","","Yearling","*RNA (0)",---
1,0252,"Woodford Thoroughbreds, Agent","","Audacious Chloe","02/16/2004","CH",Mare,"More Than Ready","Audacious","","","not mated","Broodmare","International Equities Holding",16000
1,0253,"Sheppell Thoroughbreds","","The Factor --- Aurora Sol","03/02/2016","GR/RO",Filly,"The Factor","Aurora Sol","","","","Yearling","Out",0
1,0254,"St. George Sales, Agent II","","Union Rags --- Automatic Victory","04/10/2016","DB/BR",Colt,"Union Rags","Automatic Victory","","","","Yearling","Out",0
1,0255,"Taylor Made Sales Agency, Agent LIX","","Orb --- Beach Town","02/02/2016","B",Colt,"Orb","Beach Town","","","","Yearling","Out",0
1,0256,"Buck Pond Farm (Douglas S. Arnold), Agent","","Cairo Prince --- Beastlie Moon","04/28/2016","DB/BR",Filly,"Cairo Prince","Beastlie Moon","","","","Yearling","*RNA (27,000)",---
1,0257,"St. George Sales, Agent XIII","","Uncle Mo --- Bedside Manner","05/14/2016","B",Colt,"Uncle Mo","Bedside Manner","","","","Yearling","Out",0
1,0258,"War Horse Place LLC, Agent to Dissolve a Partnership","","Beeswacker","04/29/2012","DB/BR",Mare,"Awesome Again","Noneofyourbeeswax","","","","Racing or Broodmare Prospect","Chad Schumer, Agent",10000
1,0259,"Woodford Thoroughbreds, Agent","","Bella Biondetti","03/28/2014","B",Filly,"Biondetti","Regal Miss Copelan","","","","Racing or Broodmare Prospect","*RNA (14,000)",---
1,0260,"Darby Dan Farm, Agent I","","Belle Chaussee","02/17/2010","CH",Mare,"Giant's Causeway","Parisian Affair","Mucho Macho Man","04/20/2016","pregnant","Broodmare","*RNA (37,000)",---
1,0261,"Woodford Thoroughbreds, Agent V","","Strong Mandate --- Belle Du Sud","02/16/2016","CH",Filly,"Strong Mandate","Belle Du Sud","","","","Yearling","Cannan Creek Stables, LLC",30000
1,0262,"Lakland Sales","","Bellelarama","02/11/2014","DB/BR",Filly,"Girolamo","Boca Belle","","","","Racing or Broodmare Prospect","Out",0
1,0263,"Blackburn Farm (Michael T. Barnett), Agent for Dunwoody Farm","","Warrior's Reward --- Belleofthebridle","04/19/2016","B",Colt,"Warrior's Reward","Belleofthebridle","","","","Yearling","*RNA (8,000)",---
1,0264,"Darby Dan Farm, Agent VII","","Shackleford --- Bemused","02/27/2016","GR/RO",Colt,"Shackleford","Bemused","","","","Yearling","*RNA (17,000)",---
1,0265,"Hill 'n' Dale Sales Agency, Agent","","Be Proud","04/20/2011","B",Mare,"Proud Citizen","Wild and Proud","","","","Broodmare Prospect","International Equities Holding",20000
1,0266,"Denali Stud (Craig & Holly Bandoroff), Agent II","","Be the Day","05/16/2012","B",Mare,"Street Sense","Going Day","","","","Racing or Broodmare Prospect","*RNA (20,000)",---
1,0267,"Betz Thoroughbreds, Inc., Agent","","Blink Twice","03/04/2000","DB/BR",Mare,"Dixieland Band","With a Wink","Lookin At Lucky","02/20/2016","pregnant","Broodmare","Patrice Miller/EQB, Inc., Agt.",27000
1,0268,"Dromoland Farm Inc. (Gerry Dilger), Agent III","","Orb --- Blossomed","02/05/2016","DB/BR",Filly,"Orb","Blossomed","","","","Yearling","Out",0
1,0269,"Allied Bloodstock, Agent III","","Bonnie's Empire","04/12/2009","DB/BR",Mare,"Empire Maker","Bonnie Bear","Blame","03/05/2016","pregnant","Broodmare","International Equities Holding",110000
1,0270,"Bill Murphy, Agent VII","","Brahms Top Shelf","04/20/2006","DB/BR",Mare,"Brahms","Highland Flyer","Magician (IRE)","05/08/2016","pregnant","Broodmare","*RNA (2,000)",---
1,0271,"Bill Murphy, Agent VII","","Archarcharch --- Brahms Top Shelf","04/07/2016","DB/BR",Filly,"Archarcharch","Brahms Top Shelf","","","","Yearling","*RNA (0)",---
1,0272,"Allied Bloodstock, Agent II","","Bridge Game","01/27/2003","DB/BR",Mare,"Giant's Causeway","Baba Light","Lookin At Lucky","06/06/2016","pregnant","Broodmare","J. Keith Desormeaux",17000
1,0273,"Taylor Made Sales Agency, Agent LXXIII","","Brushwork","04/07/2009","B",Mare,"Discreet Cat","Manistique","Kitten's Joy","05/29/2016","pregnant","Broodmare","International Equities Holding",150000
1,0274,"Allied Bloodstock, Agent I","","Button Girl","04/23/2008","CH",Mare,"Mizzen Mast","Jangada","Summer Front","04/30/2016","pregnant","Broodmare","Out",0
1,0275,"Bill Murphy, Agent V","","Yes It's True --- Cabales","03/01/2016","DB/BR",Filly,"Yes It's True","Cabales","","","","Yearling","Summerfield Sales, Agent",30000
1,0276,"Bill Murphy, Agent VIII","","Orb --- Canadian Ballet","02/15/2016","DB/BR",Colt,"Orb","Canadian Ballet","","","","Yearling","Out",0
1,0277,"Betz Thoroughbreds, Inc., Agent","","Stay Thirsty --- Candy Trophy","03/29/2016","DB/BR",Colt,"Stay Thirsty","Candy Trophy","","","","Yearling","*RNA (24,000)",---
1,0278,"Legacy Bloodstock, Agent V","","Take Charge Indy --- Cape Town Queen","04/02/2016","B",Filly,"Take Charge Indy","Cape Town Queen","","","","Yearling","Out",0
1,0279,"Denali Stud (Craig & Holly Bandoroff), Agent XXII","","English Channel --- Cativating","04/04/2016","CH",Filly,"English Channel","Cativating","","","","Yearling","*RNA (9,500)",---
1,0280,"Taylor Made Sales Agency, Agent XXXVIII","","C C's Pal","03/06/2007","B",Mare,"Alex's Pal","Roca","Liam's Map","04/22/2016","pregnant","Broodmare","Wind Hill Farm",140000
1,0281,"VanMeter-Gentry Sales, Agent VII","","Changing Plans","05/04/2009","CH",Mare,"Perfect Soul (IRE)","Hold to Fashion","Constitution","05/29/2016","pregnant","Broodmare","Out",0
1,0282,"Taylor Made Sales Agency, Agent LVI","","Chanteline","02/16/2012","B",Filly,"Majesticperfection","Listen to Libby","","","","Racing or Broodmare Prospect","Out",0
1,0283,"Hill 'n' Dale Sales Agency, Agent","","Charge of Angels","04/18/2010","B",Mare,"Distorted Humor","She's a Winner","Stormy Atlantic","05/15/2016","pregnant","Broodmare","*RNA (80,000)",---
1,0284,"Allied Bloodstock, Agent I","","Charming Vixen","03/04/2009","B",Mare,"Bernstein","Sadler's Charm","Magician (IRE)","05/05/2016","pregnant","Broodmare","Out",0
1,0285,"South Point Sales Agency, Agent IV","","Chinchilla Lady","04/08/2008","CH",Mare,"Mr. Greeley","Boxer Girl","Paynter","04/08/2016","pregnant","Broodmare","*RNA (29,000)",---
1,0286,"VanMeter-Gentry Sales, Agent VII","","Cinch","04/25/2012","B",Mare,"Cowboy Cal","Scrape","Tizway","02/21/2016","pregnant","Broodmare","Out",0
1,0287,"Taylor Made Sales Agency, Agent for Fox Hill Farms","","Cinnamon Spice","04/10/2011","DB/BR",Mare,"Candy Ride (ARG)","Violent Beauty","","","","Racing or Broodmare Prospect","Out",0
1,0288,"South Point Sales Agency, Agent V","","Clare's Bernardine","03/02/2008","DB/BR",Mare,"Action This Day","Claire's Smile","Congrats","03/26/2016","pregnant","Broodmare","Out",0
1,0289,"Select Sales, Agent XIII","","Classic Fusion","03/18/2012","DB/BR",Mare,"Unbridled's Song","Primp","Astrology","05/04/2016","pregnant","Broodmare","*RNA (15,000)",---
1,0290,"Dromoland Farm Inc. (Gerry Dilger), Agent V","","Cobbler's Reef","03/31/2005","CH",Mare,"A.P. Indy","Kingsland","Verrazano","06/07/2016","pregnant","Broodmare","*RNA (32,000)",---
1,0291,"Dromoland Farm Inc. (Gerry Dilger), Agent V","","Uncle Mo --- Cobbler's Reef","05/05/2016","DB/BR",Filly,"Uncle Mo","Cobbler's Reef","","","","Yearling","*RNA (75,000)",---
1,0292,"Taylor Made Sales Agency, Agent LIX","","Colour the Wind","03/26/2007","B",Mare,"Storm Cat","Golden Reef","Flatter","04/12/2016","pregnant","Broodmare","*RNA (70,000)",---
